id,РџРµСЂРёРѕРґ,Р’С‹СЂСѓС‡РєР°
215642,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5455.0
215643,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4931.0
215643,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6267.3
215643,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,6227.0
215644,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4125.1
215644,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4772.0
215644,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3479.0
215645,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5342.1
215645,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4782.0
215645,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5170.5
215646,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4804.9
215646,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4636.0
215646,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4918.0
215647,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4138.4
215647,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4372.0
215647,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3868.0
215648,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4585.0
215648,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,6059.5
215648,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6716.0
215649,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5179.5
215649,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5663.1
215649,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4503.0
215650,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5961.0
215650,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6510.9
215650,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4698.0
215651,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5109.5
215651,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5498.2
215651,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4217.0
215652,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5567.0
215652,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6166.3
215652,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4940.0
215653,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5854.2
215653,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4719.0
215653,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5121.0
215654,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4656.0
215654,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3548.0
215654,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4170.7
215655,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4847.0
215655,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4414.0
215655,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4909.3
215656,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4227.0
215656,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4497.0
215656,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5642.3
215657,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4519.0
215657,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4805.5
215657,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5845.5
215658,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5937.0
215658,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5788.8
215658,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4680.0
215659,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6886.6
215659,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4709.0
215659,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5792.0
215660,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,3328.9
215660,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4532.0
215660,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3299.0
215661,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4638.0
215661,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4511.0
215661,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3715.0
215662,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5908.6
215662,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4722.0
215662,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5197.5
215663,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5482.9
215663,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5303.5
215663,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4291.0
215664,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,6402.0
215664,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,7019.5
215664,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4944.0
215665,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5032.0
215665,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5181.5
215665,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4741.0
215666,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4945.0
215666,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5150.4
215666,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4138.0
215667,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5159.0
215667,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5424.2
215667,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4544.0
215668,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5293.2
215668,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4723.0
215668,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5567.5
215669,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4934.0
215669,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5213.0
215669,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5123.3
215670,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4563.0
215670,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5415.0
215670,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5723.1
215671,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4670.0
215671,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5379.5
215671,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6034.7
215672,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4128.0
215672,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4911.0
215672,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4890.2
215673,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4604.5
215673,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4458.9
215673,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4105.0
215674,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4762.2
215674,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4789.5
215674,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4305.0
215675,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5128.4
215675,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5150.5
215675,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5326.0
215676,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5035.0
215676,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4741.0
215676,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5419.8
215677,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4538.0
215677,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5211.2
215677,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4829.0
215678,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4876.0
215678,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5055.7
215678,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5252.0
215679,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5315.0
215679,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4541.0
215679,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5341.8
215680,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4853.0
215680,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4977.8
215680,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4859.0
215681,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4477.0
215681,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4079.2
215681,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5086.0
215682,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,6274.5
215682,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,7401.6
215682,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5124.0
215683,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4936.5
215683,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4997.6
215683,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5016.0
215684,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,6149.0
215684,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5236.0
215684,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5487.3
215685,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4382.0
215685,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3130.0
215685,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4345.5
215686,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4822.0
215686,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4828.0
215686,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4952.8
215687,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4460.0
215687,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5004.5
215687,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5606.4
215688,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4346.0
215688,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3428.0
215688,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4353.6
215689,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4998.0
215689,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5329.5
215689,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5230.0
215690,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4931.4
215690,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5241.0
215690,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5005.5
215691,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4353.8
215691,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5047.0
215691,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4606.0
215692,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6107.2
215692,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4818.0
215692,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5439.0
215693,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4615.1
215693,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4483.0
215693,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4502.0
215694,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5204.0
215694,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5118.5
215694,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5174.4
215695,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5314.0
215695,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5310.1
215695,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5160.0
215696,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5728.5
215696,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6457.8
215696,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4779.0
215697,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3688.0
215697,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,3993.5
215697,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4660.0
215698,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3441.0
215698,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,3520.3
215698,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4429.0
215699,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4194.5
215699,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4518.0
215699,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4441.5
215700,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4559.0
215700,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4830.5
215700,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5805.5
215701,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4444.0
215701,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4685.5
215701,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5161.3
215702,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4546.0
215702,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5078.5
215702,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4860.1
215703,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4831.0
215703,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5111.5
215703,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5709.5
215704,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4676.0
215704,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,3926.4
215704,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3695.0
215705,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5522.2
215705,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4568.0
215705,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5055.5
215706,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5066.2
215706,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4435.0
215706,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4762.0
215707,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6121.4
215707,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4838.0
215707,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5883.5
215708,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6216.8
215708,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4974.0
215708,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,6085.5
215709,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4755.0
215709,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5221.5
215709,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5606.3
215710,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4052.0
215710,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,3821.9
215710,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4402.0
215711,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5251.0
215711,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4897.4
215711,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4444.0
215712,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5383.5
215712,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5955.5
215712,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4668.0
215713,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4821.0
215713,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5221.4
215713,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4872.0
215714,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5854.0
215714,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4864.0
215714,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,7063.0
215715,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4691.0
215715,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4600.0
215715,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3716.0
215716,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4165.0
215716,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,3343.9
215716,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3067.0
215717,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6592.2
215717,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,6320.5
215717,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4738.0
215718,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5562.5
215718,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4217.0
215718,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6220.3
215719,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5361.0
215719,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4260.0
215719,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6111.1
215720,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5157.5
215720,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5188.7
215720,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4727.0
215721,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4447.5
215721,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4513.0
215721,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4636.0
215722,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5182.9
215722,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4778.0
215722,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4782.5
215723,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6081.2
215723,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4964.0
215723,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5894.0
215724,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4849.2
215724,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4226.0
215724,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4395.5
215725,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5385.0
215725,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4995.0
215725,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4908.0
215726,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5894.5
215726,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6271.5
215726,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5008.0
215727,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5421.5
215727,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5339.6
215727,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4622.0
215728,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4652.0
215728,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4863.9
215728,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4700.0
215729,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5313.5
215729,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5444.8
215729,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4850.0
215730,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4275.0
215730,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4460.0
215730,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4691.0
215731,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4652.0
215731,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4952.0
215731,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4651.7
215732,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4955.0
215732,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5810.0
215732,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5772.3
215733,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4262.0
215733,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4895.0
215733,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4874.2
215734,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4607.0
215734,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5141.0
215734,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5299.6
215735,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,6094.5
215735,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6747.1
215735,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4488.0
215736,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5168.6
215736,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4734.0
215736,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5049.0
215737,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5291.1
215737,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4679.0
215737,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5126.0
215738,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4445.4
215738,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4500.0
215738,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4773.0
215739,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5156.6
215739,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4258.0
215739,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5186.5
215740,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4774.0
215740,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,6314.5
215740,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6321.0
215741,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3960.0
215741,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4594.4
215741,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4809.0
215742,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4916.0
215742,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5594.6
215742,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4595.0
215743,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5862.0
215743,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5985.5
